"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 17 01:08:16 GMT 2024","Fri May 17 01:08:17 GMT 2024","1142","tests","test_adding_products_to_basket","TestAddProductsToBasketTest","","","Adding one any product to cart",""
